idNumber,gdpPerCapitaUsd,healthcareAccessIndex,urbanizationRatePercent,sanitationCoveragePercent,populationDensityPerKm2,accessToCleanWaterPercent
1203,90812,28.46,38.32,26.42,830,39.09
1204,1807,20.9,77.75,65.69,161,98.77
1205,76422,55.71,36.09,54.11,263,30.73
1206,22443,94.6,68.85,83.05,310,33.58
1207,77703,18.22,19.22,65.91,400,88.33
1208,87226,43.62,14.98,72.73,139,46.78
1209,75997,20.38,69.01,73.69,466,93.81
1210,85675,17.56,39.47,67.17,584,51.78
1211,35862,86.67,41.44,21.29,860,34.88
1212,18116,26.2,55.93,86.56,562,30.74
1213,5467,24.8,88.95,93.34,98,49.78
1214,42034,90.98,23.72,62.74,800,63.16
1215,16965,38.6,33.99,28.97,699,30.07
1216,58106,0.87,61.9,72.38,339,70.68
1217,78218,72.12,66.08,49.1,480,53.36
1218,20429,51.7,66.49,25.86,682,57.31
1219,23330,77.41,57.63,88.34,52,48.3
1220,86721,57.03,57.06,76.94,476,67.03
1221,51107,35.13,21.85,84.39,64,46.11
1222,16978,6.66,76.77,83.69,60,39.44
1223,65586,86.59,10.71,48.61,363,92.35
1224,96107,20.71,43.41,58.58,686,57.34
1225,98940,97.13,27.23,38.69,584,35.39
1226,51689,24.58,18.35,80.39,844,46.12
1227,16488,82.7,35.56,61.92,950,51.7
1228,97458,78.87,62.57,72,258,83.88
1229,10941,46.27,49.77,48.53,336,31.56
1230,95650,40.17,79.88,74.33,116,63.48
1231,16109,70.33,57.97,73.7,186,58.54
1232,4170,52.86,30.25,81.61,138,97.79
1233,75573,63.2,51.22,32.43,959,42.61
1234,21528,47.02,28.19,69.89,776,73.95
1235,52336,55.72,24.29,90.36,941,44.15
1236,75227,18.92,86.4,27.53,202,68.39
1237,93849,5.54,47.44,96.86,434,68.85
1238,9716,35.59,62.1,36.62,103,35.27
1239,14755,46.59,79.87,94.92,443,61.95
1240,22341,90.6,35.77,89.44,105,62.28
1241,13078,41.39,73.12,81.62,698,52.34
1242,21050,43.39,73.11,36.75,988,49.4
1243,70239,67.48,75.92,37.32,568,45.7
1244,49117,20.68,25.16,40.74,648,30.42
1245,63144,87.16,87.03,84.84,787,30.13
1246,35101,42.76,31.98,35.02,309,71.29
1247,5884,93.08,72.15,66.47,761,50.4
1248,86054,27.13,22.98,82.2,821,41.75
1249,92110,46.56,83.94,56.85,746,77.93
1250,72155,77.82,44.23,87.26,374,67.02
1251,63183,55.59,63.49,64.97,525,94.05
1252,82988,66.12,78.02,67.61,585,88.17
1253,29335,28.07,32.59,74.14,413,80.87
1254,21909,32.85,41.12,87.68,831,38.86
1255,18176,50.76,35.07,20.37,245,76.63
1256,30378,20.25,32.63,51.4,892,78.57
1257,63905,12.63,50.82,97.04,774,83.43
1258,4775,84.38,53.74,27.89,984,48.42
1259,98769,77.49,16.15,38.68,690,74.82
1260,8463,93.21,63.86,65.67,551,73.28
1261,68681,58.66,43.6,88.63,80,56.97
1262,73873,42.03,81.16,27.78,751,76.45
1263,81440,10.3,80.84,20.32,946,36.07
1264,61465,85.05,67.61,74.96,987,75.05
1265,91143,45.63,78.3,67.78,359,72.42
1266,50260,56.11,83.8,41.68,657,44.74
1267,97186,31.35,56.19,96.61,94,87.27
1268,73561,52.39,87.75,64.73,507,91.21
1269,42542,78.18,86.43,73.07,374,44.73
1270,58818,71.23,18.79,50.3,336,35.32
1271,26050,98.89,51.82,93.73,501,72.25
1272,37587,49.56,19.16,42.09,718,63.59
1273,7453,52.97,64.73,79.9,169,59.93
1274,94766,5.27,71.22,29.33,217,83.27
1275,21804,38.94,80.77,63.02,561,97.88
1276,95113,92.21,62,66.22,199,63.44
1277,39239,35.05,46.32,35.07,739,30.43
1278,94155,76.61,22.47,45.9,676,71.74
1279,25487,97.76,20.01,34.3,511,75.78
1280,6538,12.68,48.85,87.6,944,87.96
1281,3275,33.4,76.6,72.58,132,43.96
1282,7977,47.44,70.06,55.71,741,66.7
1283,72410,23.74,80.46,64.48,810,61.3
1284,68319,1.24,74.88,47.52,843,76.51
1285,17546,46.86,26.44,54.3,114,34.48
1286,79927,53.66,26.03,69.55,600,91.88
1287,21025,62.54,46.64,36.92,208,65.78
1288,41681,82.72,25.29,30.73,221,91.39
1289,1251,25.3,25,95.56,534,53.82
1290,14991,6.1,31.42,38.95,873,75.75
1291,28242,8.98,11.81,59.62,294,96.97
1292,49236,49.74,55.71,80.92,333,96.04
1293,62757,92.22,41.73,64.49,476,96.09
1294,50920,98.22,28.99,70.79,147,33.01
1295,53757,20.51,20.74,33.07,365,58.21
1296,43596,15.2,46.47,51.59,85,34.25
1297,90264,35.35,58.16,75.22,707,51.66
1298,32128,46.39,87.86,36.78,735,42.22
1299,84793,80.81,30.31,58.68,905,73.41
1300,76561,77.46,12.11,67.14,420,84.65
1301,25290,92.27,68.88,83.15,364,65.93
1302,76099,85.81,28.81,37.31,707,85.68
1303,30267,43.88,48.74,98.25,881,30.9
1304,5827,1.9,74.66,97.39,730,87.43
1305,98537,23.66,12.96,20.98,79,42.49
1306,58825,61.01,21.32,49.44,566,62.27
1307,50053,50.15,17.85,25.43,187,60.98
1308,64327,24.02,28.7,45.38,697,91.12
1309,57725,13.16,23.84,68.57,948,97.62
1310,58749,21.6,35.33,68.7,279,47.86
1311,13144,25.97,69.7,27.73,874,34.72
1312,31597,86.73,13.39,74.17,693,75.54
1313,79663,71.03,15.9,87.71,253,65.2
1314,92517,55.23,55.15,70.49,165,69.6
1315,96830,2.09,51.62,44.8,198,33.24
1316,95830,82.12,47.93,20.2,943,84.27
1317,32130,55.25,51.27,71.87,208,46.26
1318,71910,62.73,69.36,74.22,84,53.45
1319,1606,6.56,56.09,76.7,554,45.98
1320,79929,81.49,46.56,23.14,716,96.22
1321,8919,83.2,16.54,61.32,927,41.81
1322,98463,88.33,87.98,53.07,918,81.26
1323,56829,52.81,29.15,81.39,102,47.2
1324,41408,39.4,79.53,77.82,655,59.74
1325,39287,7.3,40.32,96.05,201,99.72
1326,55339,19.39,64.71,91.8,115,37.04
1327,21524,22.56,46.33,64.64,447,91.7
1328,90855,6.27,38.33,98.44,240,96.22
1329,23255,15.44,59.14,32.02,308,78.88
1330,56040,88.68,52.89,20.57,960,30.7
1331,98696,54.54,28.59,28.63,37,87.46
1332,42074,76.45,36.9,48.41,323,91.76
1333,28856,27.5,12.75,80.42,536,98.67
1334,77760,13.46,25.49,50.65,673,88.75
1335,9627,37.33,36.87,82.45,372,61.19
1336,43204,79.3,87.77,79.42,379,78.21
1337,78705,29.73,52.17,83.55,99,63.96
1338,97971,20.45,66.06,34.98,711,54.71
1339,11378,2.24,63.89,61.28,714,73.85
1340,41981,62.4,88.47,77.02,547,83.89
1341,63541,43.58,54.45,42.73,631,74.51
1342,65881,25.88,56.84,87.04,360,87.86
1343,2705,51.98,34.01,82.34,454,42.35
1344,65267,70.06,60.09,29.59,992,56.16
1345,24901,24.75,70.62,37.43,138,51.88
1346,33814,60.88,18.26,38.99,91,43.59
1347,44013,26.02,48.41,90.28,218,61.02
1348,90778,98.67,43.75,34.94,55,96.35
1349,68105,73.24,19.09,69.77,501,67.66
1350,55862,60.27,37.3,25.19,997,50.05
1351,56505,17.23,52.81,64.2,10,54.78
1352,97367,58.64,61.99,31.3,572,72.92
1353,30019,80.05,33.11,66.04,173,54.69
1354,82007,73.71,48.1,49.42,846,67.68
1355,89150,77.8,68.73,68.45,846,49.19
1356,52587,31.78,43.78,51.56,905,54.22
1357,33284,32.83,85.26,88.34,843,79.4
1358,93318,53.89,12.46,80.56,468,70.92
1359,3309,27.87,30.82,87.58,620,36.54
1360,93871,11.3,20.67,37.76,807,98.12
1361,9019,46.11,53.3,31.91,913,33.45
1362,43457,0.19,24.19,64.59,267,35.81
1363,25421,76.08,69.35,89.83,109,79.1
1364,64227,74.97,83.47,28.85,880,79.56
1365,68390,55.19,26.58,38.71,546,31.33
1366,12963,74.76,82.54,79.68,156,74.99
1367,15148,62.45,60.54,57.23,764,32.33
1368,81277,69.75,25.69,68.28,592,97.25
1369,60226,6.47,68.92,67.34,881,78.73
1370,85870,88.13,17.27,52.99,23,43.06
1371,20589,64.39,65.37,76.46,909,41.07
1372,48439,61.06,78.9,88.18,439,69.88
1373,40975,38.72,86.03,92.62,810,74.35
1374,3248,2.81,14.36,23.71,302,88.19
1375,42816,90.15,14.95,64.29,884,93.23
1376,87679,98.57,84.43,23.23,807,57.48
1377,96016,80.78,73.17,92.07,989,89.09
1378,42826,91.5,71.94,54.34,727,67.97
1379,72448,12.1,69.41,92.04,932,62.94
1380,93465,12.87,67.39,35.01,897,78.93
1381,74413,87.96,59.06,32.99,278,37.22
1382,25842,5.75,75.02,92.67,464,48.58
1383,57878,9.32,12.73,95.07,347,87.17
1384,41371,81.68,69.22,81.34,815,65.29
1385,71377,55.7,56.63,37.76,445,93.56
1386,59489,39.17,82.6,33.76,594,36.21
1387,41208,55.34,84.91,79.84,96,51.94
1388,28661,87.87,29.31,70.78,360,54.89
1389,17681,75.71,73.16,89.77,843,59.59
1390,24150,69.16,86.56,42.14,433,99.08
1391,61949,97.69,31.33,43.63,687,51.75
1392,86076,52.13,78.09,78.53,818,66.31
1393,23236,0.63,56.92,41.43,240,67.52
1394,75887,42.9,41.6,56.99,910,83.96
1395,33305,9.66,75.89,61.61,713,66.25
1396,14929,11.65,79.62,73.53,577,72.4
1397,16092,25.49,32.61,47.55,224,82.73
1398,58730,38.14,73.56,88.67,826,37.08
1399,63126,48.16,13.97,52.19,708,97.44
1400,97594,16.98,43.41,23.31,617,89.24
1401,64639,31.17,15.58,25.36,766,57.21
1402,96997,27.65,33.51,97.73,688,80.99
1403,44189,36.52,86.03,69.76,985,83.36
1404,33188,10.8,68.78,59.27,832,89.52
1405,69490,39.73,70.45,89.57,980,43.18
1406,60507,55.44,20.76,77.35,983,79.26
1407,86656,9.69,56.29,34.51,457,32.33
1408,47067,52.08,41.11,20.58,780,38.09
1409,3975,75.59,68.73,98.57,145,84.32
1410,53029,0.82,22.57,70.34,728,86.91
1411,21925,4.75,32.55,58.17,770,71.47
1412,84604,46.65,81.89,95.57,263,70.72
1413,46330,87.28,23.58,49.54,338,82.47
1414,54652,99.78,60.59,77.8,537,93.43
1415,46173,9.34,35.21,73.61,803,59.48
1416,95629,1.83,16.55,74.16,510,38.04
1417,27748,22.88,27.89,74.17,681,88.73
1418,15669,46.75,79.55,20.83,859,53.92
1419,70269,57.18,82.84,85.94,273,39.37
1420,2962,97.35,43.59,93.84,880,73.02
1421,20116,88.85,59.67,55.95,382,70.47
1422,44127,56.21,51.64,64.84,69,63.2
1423,90859,36.17,32.38,45.98,467,90.19
1424,24930,32.13,37.58,82.81,789,49.06
1425,32377,57.26,52.15,78.93,469,30.93
1426,96321,72.14,65.63,79.08,708,52.64
1427,32514,48.17,37.99,78.79,196,30.68
1428,53972,30.44,65.91,37.48,979,68.05
1429,87250,61.32,86.88,29,939,56.48
1430,29892,55.79,11.96,44.86,386,86.98
1431,99266,42.74,23.11,66.03,423,85.83
1432,19847,74.84,83.3,51.96,53,60.42
1433,64435,28.22,15.73,39.94,488,45.15
1434,71952,48.49,71.2,21.78,175,59.57
1435,76206,94.03,59.92,29.69,162,74.89
1436,78771,72.28,13.82,28.43,161,43.31
1437,32848,38.8,10.06,96.53,106,84.11
1438,27039,54.62,50.16,82.31,710,53.14
1439,13042,40.55,19.39,29.82,146,95.25
1440,99106,11.25,79.78,57.38,226,65.83
1441,22767,33.49,48.46,72.36,349,89.3
1442,1276,86.04,28.76,96.88,825,73.11
1443,44719,46.12,23.46,41.52,218,68.82
1444,1123,58.46,76.86,41.12,61,77.75
1445,62993,18.14,67.5,65.46,207,86.8
1446,20270,35.62,67.44,88.59,457,75.12
1447,15223,92.92,16.82,42.37,557,85.81
1448,38043,31.42,59.96,30.07,114,43.33
1449,91091,25.06,79.56,41.29,925,49.43
1450,31827,5.59,71.27,55.93,995,46.08
1451,62074,9.72,19.45,48.8,369,85.88
1452,34329,58.48,85.94,88.9,955,36.03
1453,33555,66,15.58,95.44,533,85.71
1454,30264,64.16,54.55,50.28,912,57.23
1455,89654,53.98,85.6,85.87,689,35.57
1456,53291,49.1,75.78,25.49,487,59.71
1457,41223,7.21,64.47,64.3,223,51.04
1458,23219,84.07,78.51,86.54,563,71.44
1459,99947,51.31,63.86,53.49,358,63.08
1460,75651,13.19,14.4,31.47,863,50.77
1461,16382,13.58,38.07,42.73,481,90.36
1462,79232,51.3,44.17,59.35,76,58.48
1463,52737,24.46,53.71,87.48,955,62.95
1464,79945,92.2,28.37,79.89,178,89.26
1465,27592,49.89,80.49,26.69,161,36.23
1466,22173,97.84,28.3,63.69,483,57.29
1467,42138,73.42,62.61,89.79,206,58.2
1468,20341,81.07,80.13,66.17,22,64.71
1469,36012,38.89,68.63,25.2,750,37.43
1470,19237,13.4,20.88,85.85,895,37.19
1471,84068,68.97,86.11,92.54,991,59.15
1472,32561,40.71,17.35,51.14,171,32.31
1473,15189,94.89,26.01,44.81,624,47.85
1474,38270,19.36,21.14,63.47,652,44.08
1475,87750,62.65,63.35,98.73,617,64.26
1476,4466,86.61,74.59,87,737,30.78
1477,97553,40.28,29.04,84.88,722,77.3
1478,52393,95.37,88.34,35.45,652,89.89
1479,47034,7.66,21.14,91.61,991,79.47
1480,63630,58.69,35.27,64.48,929,87.27
1481,83273,77.74,49.22,93.35,495,75.03
1482,72371,20.18,74.71,72.14,723,65.52
1483,20290,5.79,40.12,86.73,812,45.33
1484,52604,7.99,24.39,33.24,797,49.57
1485,54715,31.92,47.19,76.52,882,52.24
1486,91631,22.32,48.12,40.58,949,32.66
1487,13685,22.39,11.3,33.51,341,93.92
1488,75812,45.85,11.67,65.92,57,93.02
1489,11306,8.49,32.21,68.22,564,37.54
1490,18755,99.55,69.3,59.25,981,68.97
1491,17510,69.58,39.28,27.12,602,62.73
1492,5266,3.03,26.9,39.58,77,77.84
1493,93790,69.19,19.04,38.84,243,72.21
1494,8717,79.18,32.44,45.1,250,38.7
1495,36316,19.08,48.52,70.25,465,76.21
1496,42081,84.03,17.47,55.04,720,72.62
1497,94097,61.18,11.19,97.47,704,67.19
1498,74944,82.09,20.18,21.27,219,58.17
1499,52312,71.67,69.04,37.27,163,96.84
1500,73703,70.46,47.3,65.87,168,89.46
1501,51393,15.82,45.61,90.35,191,70.96
1502,41171,31.58,11.58,22.71,193,30.45
1503,20617,52.32,66.88,90.69,577,60.25
1504,31678,11.25,26.15,60.58,648,79.02
1505,70500,47.85,17.27,82.84,574,38.21
1506,60618,44.53,77.36,95.89,209,58.46
1507,2345,23.19,48.85,37.23,966,43.42
1508,78465,19.97,69.91,67.03,555,53.67
1509,24519,24.74,75.75,90.69,55,31.87
1510,82950,60.51,87.17,87.55,729,38.87
1511,57229,41.5,59.9,61.68,349,61.83
1512,81198,41.4,15.46,95.96,851,92.87
1513,56969,18.17,54.62,76.68,571,64.34
1514,90361,78.74,50.76,61.93,718,61.72
1515,19762,70.04,14.61,24.63,505,85.13
1516,3904,42.91,34.5,58.98,532,48.75
1517,65085,14.22,42.97,53.75,892,36.65
1518,91049,71.47,22.88,44.42,240,44.67
1519,50034,89.88,10.7,95.43,95,85.39
1520,54662,17.83,70.56,94.06,852,77.39
1521,48978,60.27,78.13,46.98,155,36.41
1522,42749,42.43,28.33,54.86,987,76.7
1523,93464,8.77,10.3,80.15,680,95.21
1524,5568,72.58,81.19,86.8,989,33.15
1525,47236,7.11,20.72,28.81,327,73.15
1526,10729,70.22,42.26,59.26,544,56.54
1527,89514,28.12,39.28,93.16,369,65.07
1528,77944,56.57,23.14,73.17,190,66.97
1529,43912,16.05,57.9,63.44,583,83.97
1530,89584,37.09,83.48,77.44,83,68.99
1531,91497,10.41,51.1,72.91,538,71.52
1532,44954,46.73,87.83,95.38,903,53.3
1533,69050,21.33,25.26,93.01,818,38.82
1534,37442,18.79,77.88,51.82,264,77.79
1535,90920,10.72,30.55,22.56,374,30.03
1536,58570,76.54,30.04,46.61,273,53.01
1537,69140,63.95,19.42,36.23,936,45.26
1538,19821,15.69,79.09,30.52,826,57.2
1539,14517,47.24,68,91.04,889,51.79
1540,43173,66.09,37.33,76.79,194,79.3
1541,78099,87.81,37.95,22.61,441,48.21
1542,83370,5.96,77.58,93.58,702,69.25
1543,51087,36.24,84.21,92.24,967,61.9
1544,5065,61.6,58.19,95.95,497,86.07
1545,79261,1.56,42.55,86.39,739,59.97
1546,24821,24.35,14.25,26.31,115,90.47
1547,60041,74.49,20.13,69.82,443,30.01
1548,51852,35.57,21.34,26.65,576,72.34
1549,31123,8.45,32.14,77.07,146,30.69
1550,28127,62.66,30.56,35.76,297,79.98
1551,51322,25.01,53.43,94.86,352,46.44
1552,46129,70.17,85.53,94.73,361,56.6
1553,93746,90.02,78.93,67.57,578,56.63
1554,85784,52.79,50.73,80.21,621,89.25
1555,84535,59.91,11.38,88.65,14,37.15
1556,41684,51.44,15.47,51.13,896,76.68
1557,1346,81.74,78.83,66.34,633,98.69
1558,32892,24.17,32.69,34.08,458,31.57
1559,98386,40.15,35.45,98.84,507,97.61
1560,65301,89.5,21.18,94.35,955,31.29
1561,80618,72.36,27.85,58.67,616,88.88
1562,55087,32.01,29.78,64.27,840,97.29
1563,54039,83.26,42.97,54.94,232,99.51
1564,24531,23.88,59.85,20.13,707,62.14
1565,92873,63.42,38.25,38.4,962,90.69
1566,7411,95.65,45.99,28.13,892,38.56
1567,43043,57.47,24.55,45.83,146,59.78
1568,94584,79.95,14.51,38.9,746,51.56
1569,50868,73.54,37.86,80.93,772,57.66
1570,87526,86.57,15,60.38,876,79.14
1571,92733,96.88,33.98,85.36,547,36.12
1572,24125,2.23,77.01,70.86,712,99.87
1573,78948,2.79,39.35,72.5,203,74.45
1574,75514,59.44,25.46,90.1,811,91.15
1575,61001,95.42,82.17,87.78,346,88.08
1576,33325,48.57,61.15,25.06,15,83.62
1577,75912,83.98,89.06,66.27,839,32.75
1578,61332,76.79,34.02,53.05,872,66.15
1579,82207,49.83,26.03,67.97,741,52.97
1580,1804,51.32,33.84,89.01,222,37.91
1581,51282,43.6,75,20.96,596,54.01
1582,53732,25.22,22.12,20.88,946,75.14
1583,86723,85.87,29.29,25,831,46.14
1584,6503,20.96,66.13,89.99,514,61.12
1585,17296,90.69,69.04,48.28,685,58.31
1586,51270,35.97,86.71,49.7,240,33.67
1587,71172,2.65,88.41,47.63,761,73.97
1588,3277,16.84,63.08,38.48,100,73.32
1589,66775,88.78,39.02,23.11,861,97.65
1590,54551,12.84,46.24,92.52,634,50.86
1591,95126,73.88,45.14,38.63,349,59.33
1592,27324,18.28,40.99,91.52,651,58.25
1593,40853,49.89,37.06,96.46,622,94.38
1594,47021,20.52,23.43,66.13,548,58.61
1595,29158,33.32,39.29,49.78,539,60.99
1596,71657,12.48,87.54,81.26,726,47.66
1597,32325,55.6,80.57,22.03,219,30.08
1598,24691,36.58,59.39,94.31,389,37.73
1599,12867,36.55,25.42,52.63,20,79.27
1600,88752,3.86,80.29,44.69,983,77.77
1601,2003,13.61,34.95,30.15,949,52.58
1602,52879,70.75,53.66,96.41,525,63.11
1603,1327,29.23,82.94,84.88,624,50.82
1604,20115,44.21,36.78,77.92,726,81.16
1605,81125,76.31,83.07,94.48,604,88.97
1606,52525,44.48,28.81,96.79,564,92.94
1607,10309,22.56,84.3,41.48,773,42.17
1608,79391,54.98,38.69,82.92,560,78.65
1609,88272,80.12,39.97,81.36,836,97.41
1610,14447,59.96,54.24,64.59,674,75.54
1611,91121,42.02,37.76,32.03,856,54.57
1612,6132,12.56,46,95.23,764,74.52
1613,9386,24.87,50.11,45.23,93,78.19
1614,20900,94.61,49.28,66.31,346,57.79
1615,30292,77.18,86.89,21.55,64,37.28
1616,96086,8.76,32.54,54.33,330,72.47
1617,63914,0.55,32.77,69.35,102,86.15
1618,22508,17.54,77.03,50.48,117,99.83
1619,82318,94.39,41.36,58.17,860,45.61
1620,6023,58,15.86,35.36,359,79.03
1621,9938,83.87,48.5,48.02,418,31.96
1622,19491,46.52,54.02,77.87,741,97.89
1623,48659,82.66,59.42,97.58,558,30.88
1624,33259,3.39,28.81,57.5,755,55.12
1625,62428,42.68,87.86,74.88,643,35.35
1626,66323,37.76,68.96,98.1,596,73.47
1627,16296,98.15,67.61,81.98,217,53.76
1628,70568,30.05,79.83,20.81,859,81.31
1629,43637,41.69,12.09,94.84,498,64.05
1630,33708,75.88,59.05,89.33,831,59.36
1631,22496,88.07,75.43,41.69,82,54.4
1632,5385,87.84,12.75,34.52,933,36.03
1633,87512,39.45,70.49,91.94,100,44.34
1634,7364,94.86,89.18,75.1,887,74.74
1635,56659,65.35,57.47,38.96,829,64.77
1636,15065,85.11,43.98,77.11,457,34.91
1637,93124,92.63,46.29,68.02,815,68.08
1638,66221,23.36,64.36,44.74,821,33.79
1639,86677,49.92,55.6,64.54,864,65.82
1640,93882,58.78,73.01,62.18,244,97.55
1641,16848,80.24,43.73,60.78,839,51.51
1642,36811,40.12,43.39,61.39,735,80.65
1643,38154,21.04,69.68,20.03,589,82.19
1644,93674,74.32,61.64,41.49,233,58.34
1645,27654,59.23,72.25,54.47,225,71.53
1646,99948,89.83,80.97,30.18,175,63.04
1647,21048,65.5,31.07,79.93,443,49.84
1648,31512,1.68,35.2,87.75,70,82.83
1649,63690,96.67,52.16,85.42,805,79.2
1650,66670,59.31,84.44,56.77,79,93.04
1651,8077,59.59,76.78,75.26,874,73.27
1652,18187,90.93,47.48,26.15,552,57.21
1653,82952,66.38,55.85,35.95,194,79.98
1654,96340,47.93,66.98,23.76,136,73.33
1655,59725,10.73,51.81,97.24,659,73.16
1656,19581,96.22,17.88,65.95,149,89.49
1657,31120,7.85,38.22,34.02,272,93.73
1658,66988,17.03,13.81,76.6,609,42.62
1659,36073,81.95,63.59,59.13,165,51.98
1660,90006,49.04,36.97,54.74,340,75.52
1661,47631,17.83,69.07,93.08,489,69.01
1662,95135,28.62,44.38,76.66,797,75.66
1663,93434,99.4,13.65,75.25,641,60.31
1664,26055,58.4,40.37,27.78,997,58.87
1665,4630,40.16,27.5,27.36,330,38.24
1666,65615,87.62,27.14,73.15,932,73.66
1667,24826,47.97,40.21,32.52,921,42.3
1668,53193,30.79,88.27,56.26,173,76.97
1669,44033,16.42,86.81,65.58,335,97.7
1670,3886,74.45,74.28,51.05,147,47.95
1671,44337,59.62,29.64,26.81,752,39.95
1672,43197,9.24,71.11,79.47,821,31.69
1673,27499,59.16,11.23,90.8,924,56.52
1674,16649,15.95,14.51,32.93,211,45.02
1675,60547,98.17,76.86,88.33,99,64.43
1676,97622,25.97,55.14,83.1,754,66.7
1677,79330,69.6,39.86,65.11,458,54.45
1678,11227,65.6,69.24,67.69,595,82.49
1679,72126,69.14,19.15,72.13,455,93.34
1680,71531,43,32.93,61.98,810,44.81
1681,52052,7.43,68.21,87.55,995,88.54
1682,95061,98,26.57,57.93,491,39.18
1683,12647,19.15,58.05,63.76,686,46.01
1684,69588,76.97,45.81,22.94,890,69.3
1685,17862,13.76,26.19,34.41,662,51.46
1686,39815,28.12,81.07,92.3,367,32.92
1687,87933,55.99,44.84,29.73,871,50.64
1688,25478,41.35,57.91,92.32,609,93.34
1689,11496,95.83,30.24,70.87,875,42.2
1690,18398,84.77,37.74,93.61,814,83.46
1691,75775,92.18,13.92,85.14,28,80.56
1692,17277,64.07,48.66,89.22,843,37.44
1693,13797,21.89,37.59,61.95,39,53.06
1694,67779,51.85,36.35,86.02,223,43.25
1695,14036,76.55,81.2,56.84,425,31.62
1696,71472,6.47,66.31,23.53,938,42.11
1697,31089,86.31,46.58,72.11,773,44.11
1698,921,63.14,25.63,78.28,177,41.62
1699,55849,72.36,87.86,28.12,664,36.38
1700,54944,69.43,15.98,85.27,719,66.84
1701,47850,84.78,20.89,26.01,365,52.58
1702,7308,8.75,31.63,55.33,373,93.58
1703,37981,37.7,86.36,59.03,345,43.1
1704,37044,50.26,32.31,22.94,94,72.2
1705,86810,54.66,49.31,25.26,875,93.04
1706,89148,94.26,70.89,56.05,113,33.3
1707,89630,4.25,84.33,44.9,127,66.14
1708,90805,86.64,58.41,85.27,47,61.55
1709,78634,55.19,40.74,53.11,492,95.01
1710,95327,55.46,88.84,28.44,490,76.46
1711,29094,32.03,12.09,32.63,145,54.44
1712,15480,64.36,76.57,73.88,85,79.81
1713,49901,64.64,32.19,96.01,304,70.79
1714,93441,18.93,75.4,89.57,325,54.3
1715,38319,67.7,22.97,30.36,506,84.97
1716,65626,26.67,37.75,21.31,965,76.77
1717,39379,68.88,14.48,22.12,630,30.38
1718,4891,61.19,25.97,64.39,577,90.56
1719,90849,71.6,58.22,58.87,27,57.8
1720,86140,1.97,70.92,21.07,900,75.18
1721,20893,12.54,82.9,24.57,441,57.77
1722,70941,84.02,19.57,99.98,625,91.7
1723,52236,38.07,21.25,97.2,158,75.56
1724,51417,83.67,85.1,30.14,449,70.56
1725,66026,6.27,71.28,33.13,228,98.62
1726,64243,76.94,53.18,92.01,917,49.64
1727,58986,8.38,48.14,60.6,15,34.57
1728,67150,46.83,22.62,96.64,680,66.12
1729,92831,93.76,40.34,61.63,619,59.68
1730,13510,7.77,39.81,66.18,848,61.8
1731,50791,35.07,61.87,37.61,904,73.41
1732,8467,51.83,57.91,90.09,260,73.06
1733,88073,89.95,14.78,86,70,57.46
1734,43436,33.26,77.88,46.99,488,90.4
1735,48192,80.7,85,68.99,895,75.6
1736,34413,71.82,72.42,47.32,77,92.29
1737,67663,30.71,24.27,57.12,450,93.92
1738,10550,34.08,23.77,88.28,262,41.71
1739,75710,19.1,68.09,53.23,838,77.64
1740,88181,69.3,45.27,87.25,893,52.23
1741,59365,56.31,72.3,96.81,633,88.55
1742,14764,15.5,16.04,53.31,538,81.3
1743,54507,62.01,67.31,90.2,678,43.91
1744,93804,49.86,43.93,44.32,76,95.71
1745,87740,9.26,12.48,20.23,836,77.84
1746,32461,95.37,53.61,26.76,993,96.4
1747,50226,83.48,65.92,78.97,524,44.13
1748,16259,7.1,52.26,28.01,887,90.88
1749,6004,93.13,19.83,95.13,624,76.77
1750,96819,91.67,75.27,89.33,164,68.66
1751,64199,4.22,35.37,61.19,522,87.44
1752,47672,20.15,83.72,66.52,344,74.3
1753,95855,70.24,82.55,75.55,855,76.87
1754,62316,93.46,26.03,78.52,397,47.76
1755,65307,82.31,48.11,59.3,13,87.19
1756,22361,28.19,20.99,45.07,994,75.52
1757,65652,3.34,64.22,92.82,389,89.11
1758,22789,47.29,78.15,23.73,724,54.61
1759,51767,9.2,61.87,48.49,42,53.22
1760,89857,24.53,30.84,73.32,20,31.67
1761,12771,64.01,16.11,91.29,725,83.8
1762,58004,49.5,15.54,25.94,728,53.12
1763,73229,37.67,58.87,72.72,518,52.9
1764,42218,93,86.27,58.97,194,78.21
1765,33207,19.3,65.62,74.92,163,47.7
1766,49073,48.75,68.45,45.38,865,93.63
1767,9521,57.35,36.34,76.86,888,67.66
1768,9540,32.19,56.88,34.42,931,97.86
1769,73935,70.53,35.33,82.03,703,35.37
1770,27052,86.73,82.13,79.95,521,53.58
1771,4844,54.15,20.6,95.74,676,56.7
1772,79438,78.13,60.56,33.86,237,81.13
1773,7703,6.1,68.47,77.76,484,44.91
1774,79354,15.38,65.88,45.81,111,56.27
1775,5940,46.2,30.59,42.55,703,93.74
1776,43709,92.1,48.88,52.13,267,38.02
1777,3392,53.16,63.07,42.82,992,82.17
1778,86044,43.23,84.48,39.86,786,79.17
1779,7187,60.01,49.97,81.47,81,39.14
1780,24307,12.45,34.04,75.96,508,78.19
1781,81425,65.37,40.92,28.75,369,69.88
1782,30652,9.4,53.31,64.81,893,50.13
1783,26375,57.68,88.11,46.48,841,51.78
